input	given	family	orcid	other-names	employment	education	works	peer-reviews	funding	emails
Jung Lee	Hyo Jung	Lee	0009-0008-5627-1041	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Eun 	Lee	0000-0001-8318-7517	0.0	0.0	0.0	1.0	0.0	0.0	
Jung Lee	Soo Jung	Lee	0009-0008-6000-1298	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung won	Lee	0000-0002-5250-0854	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	JUNG-CHEN	LEE	0009-0006-6475-2967	0.0	1.0	0.0	1.0	0.0	0.0	
Jung Lee	Chi-Jung	Lee	0000-0002-1887-4000	0.0	1.0	3.0	14.0	0.0	0.0	
Jung Lee	Jung Hyuk	Lee	0009-0000-4330-5160	0.0	1.0	0.0	1.0	0.0	0.0	
Jung Lee	Jung Hoon	Lee	0000-0003-2214-9677	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Hyun	Lee	0000-0002-7105-4562	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Hyeon Jung	Lee	0000-0003-3642-1395	0.0	3.0	3.0	9.0	0.0	0.0	
Jung Lee	Jung Hee	Lee	0009-0006-8743-2739	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Kyu	Lee	0000-0001-8462-9081	0.0	2.0	1.0	5.0	0.0	0.0	
Jung Lee	Chia-Jung	Lee	0000-0001-6451-9344	0.0	0.0	0.0	3.0	0.0	0.0	
Jung Lee	yu jung	lee	0009-0000-6743-3693	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Hoonn	Lee	0009-0009-0675-5926	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Pei-Jung	Lee	0009-0005-3644-3713	0.0	0.0	1.0	0.0	0.0	0.0	
Jung Lee	Woo-Jung	Lee	0009-0009-5734-8810	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jae Jung	Lee	0000-0003-1924-9482	0.0	1.0	0.0	5.0	0.0	0.0	
Jung Lee	Jung Youb	Lee	0009-0002-6256-6205	0.0	0.0	0.0	2.0	0.0	0.0	
Jung Lee	Jung-Sook	Lee	0000-0002-5330-6594	0.0	1.0	2.0	1.0	0.0	0.0	
Jung Lee	Jung-Hoon	Lee	0000-0003-3683-9468	0.0	0.0	0.0	6.0	0.0	0.0	
Jung Lee	Jung Ho	Lee	0000-0001-6850-7973	0.0	0.0	0.0	1.0	0.0	0.0	
Jung Lee	Jung Geun	Lee	0000-0003-0139-3697	0.0	1.0	0.0	1.0	0.0	1.0	
Jung Lee	Jung Il	Lee	0000-0002-0719-312X	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	min jung	Lee	0009-0004-4261-3259	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Ho Jung	Lee	0000-0002-8787-7950	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Hye Jung	Lee	0009-0003-0987-8792	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Soo Jung	Lee	0000-0002-1476-6221	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Ho	Lee	0009-0000-6672-6291	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	JUNG HOON	LEE	0000-0002-2373-2840	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Hoon	Lee	0000-0002-6979-6153	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung-Hun	Lee	0000-0001-9522-2762	0.0	0.0	0.0	6.0	0.0	0.0	
Jung Lee	Mi Jung	Lee	0000-0001-8888-029X	0.0	2.0	1.0	65.0	0.0	0.0	
Jung Lee	So-Jung	Lee	0000-0001-5938-9098	0.0	0.0	0.0	1.0	0.0	0.0	
Jung Lee	Eun-Jung 	Lee	0009-0005-3243-2312	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Hyun	Lee	0009-0000-1143-0549	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Hyun	Lee	0000-0002-6580-6289	0.0	0.0	0.0	2.0	0.0	0.0	
Jung Lee	Yoo Jung	Lee	0009-0008-7296-8834	0.0	1.0	0.0	2.0	0.0	0.0	
Jung Lee	Jung Hyun	Lee	0000-0001-9116-4593	1.0	1.0	0.0	9.0	0.0	0.0	
Jung Lee	JUNG WOONG	LEE	0000-0003-4212-942X	0.0	0.0	0.0	2.0	0.0	0.0	
Jung Lee	yoo jung	lee	0000-0002-5487-7831	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	JUNG YOON	LEE	0009-0008-1865-0462	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Hyun Jung	Lee	0000-0001-7768-7697	0.0	0.0	0.0	5.0	0.0	0.0	
Jung Lee	Jung Woo	Lee	0009-0009-5424-6800	0.0	0.0	2.0	0.0	0.0	0.0	
Jung Lee	Jung Yeol	Lee	0009-0009-6682-9202	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Jae Jung	Lee	0000-0001-6799-1564	0.0	0.0	0.0	6.0	0.0	0.0	
Jung Lee	Jung-ah	Lee	0000-0002-9292-3499	0.0	0.0	0.0	1.0	0.0	0.0	
Jung Lee	Jung Yeop	Lee	0000-0002-4839-8543	0.0	0.0	0.0	0.0	2.0	0.0	
Jung Lee	Yoon Jung	Lee	0000-0002-5901-8788	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung-Woon	Lee	0000-0002-3862-6864	0.0	0.0	0.0	2.0	0.0	0.0	
Jung Lee	Cheng-Jung	Lee	0000-0003-2090-080X	0.0	0.0	0.0	1.0	0.0	0.0	
Jung Lee	Jung-eun	Lee	0000-0003-2631-0245	0.0	1.0	1.0	0.0	0.0	0.0	2.0
Jung Lee	Chia-Jung	Lee	0000-0002-8394-7683	0.0	1.0	3.0	1.0	0.0	0.0	
Jung Lee	Hyun Jung	Lee	0000-0001-9730-557X	0.0	1.0	0.0	11.0	4.0	0.0	
Jung Lee	Jung-In	Lee	0000-0002-1528-5251	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Eun Jung	Lee	0000-0002-8401-2652	0.0	1.0	2.0	22.0	0.0	0.0	1.0
Jung Lee	Jung-Sook	Lee	0000-0003-0300-8836	0.0	1.0	0.0	9.0	23.0	0.0	
Jung Lee	Jung-Eun	Lee	0009-0007-6248-5188	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Seok	Lee	0009-0000-1517-524X	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung-bin	Lee	0009-0001-3216-8647	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Kuan-Jung	Lee	0000-0003-2968-6096	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Tae-Jung	Lee	0000-0002-2608-1115	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Yeon	Lee	0009-0003-5880-3818	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Kuo-Jung	Lee	0000-0001-6402-2899	0.0	1.0	0.0	3.0	4.0	0.0	
Jung Lee	Jung Hoon	Lee	0009-0000-1412-3245	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Hea Jung	Lee	0009-0006-5587-3716	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Hyun	Lee	0000-0002-9067-3449	0.0	0.0	0.0	2.0	0.0	0.0	
Jung Lee	Soo Jung	Lee	0009-0008-3820-8022	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung-ha	Lee	0000-0002-4185-8420	0.0	0.0	0.0	2.0	0.0	0.0	
Jung Lee	SUN JUNG	LEE	0000-0001-8360-8414	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Eun-jung	Lee	0009-0003-8849-1907	0.0	1.0	0.0	0.0	1.0	0.0	
Jung Lee	Jung Sik 	Lee	0009-0009-4881-6440	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung-a	Lee	0000-0002-1193-6248	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Hoon	Lee	0009-0005-2039-7839	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Ah	Lee	0009-0007-9693-0788	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	jung hyeong	lee	0009-0003-3430-4352	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Soo	Lee	0000-0002-1901-9436	0.0	0.0	2.0	10.0	0.0	0.0	
Jung Lee	Hyun Jung	Lee	0009-0002-9000-6635	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Hyun Jung	Lee	0009-0002-0102-4138	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Bae	Lee	0009-0007-6196-4523	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Eun Jung	Lee	0000-0002-4940-2102	0.0	1.0	0.0	25.0	0.0	0.0	
Jung Lee	Yun Jung	Lee	0009-0008-6030-2314	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	JUNG YUN	LEE	0009-0006-6348-8754	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	JUNG EUN	LEE	0009-0001-4144-4973	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	hyun jung 	lee	0000-0002-9632-379X	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Mi Jung	Lee	0009-0007-1659-6178	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Hyo Jung	Lee	0009-0001-6722-8267	0.0	1.0	0.0	19.0	0.0	0.0	
Jung Lee	Jung-Min	Lee	0000-0003-1280-5909	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Eun	Lee	0000-0002-8770-0901	0.0	0.0	0.0	5.0	0.0	0.0	
Jung Lee	Jung-Min	Lee	0009-0006-4908-6361	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Yeon	Lee	0000-0001-9967-1952	0.0	1.0	1.0	3.0	0.0	0.0	
Jung Lee	Han-Jung	Lee	0000-0002-1317-1752	0.0	2.0	2.0	1.0	0.0	0.0	
Jung Lee	Jung min	Lee	0009-0005-7901-5962	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Min	Lee	0000-0003-2816-7198	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Woo	Lee	0009-0003-8306-6813	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	AE JUNG	LEE	0000-0001-9326-7705	0.0	0.0	0.0	1.0	0.0	0.0	
Jung Lee	jung woon	Lee	0009-0003-4041-6692	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Hwa	Lee	0000-0002-3416-1289	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	JUNG-A	LEE	0000-0003-1881-4347	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Eun	Lee	0000-0002-0936-8659	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Yi-Jung	Lee	0000-0001-6889-7457	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	HYUN JUNG	LEE	0009-0000-9682-7544	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Mi Jung	Lee	0000-0002-9677-5788	0.0	0.0	0.0	0.0	2.0	0.0	
Jung Lee	Jung Lin	Lee	0000-0003-1922-2482	1.0	0.0	2.0	2.0	0.0	0.0	
Jung Lee	Jung-Chieh	Lee	0000-0003-0487-6897	1.0	2.0	3.0	15.0	0.0	1.0	
Jung Lee	Jung Hyun	Lee	0000-0002-8207-9378	0.0	3.0	0.0	5.0	1.0	0.0	
Jung Lee	Yu Jung	Lee	0000-0002-5939-4441	0.0	0.0	0.0	2.0	0.0	0.0	
Jung Lee	JUNG HWAN	LEE	0000-0003-2680-6953	0.0	0.0	0.0	0.0	2.0	0.0	
Jung Lee	JUNG SOO	LEE	0000-0002-1636-1586	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Soo Jung	Lee	0000-0002-4717-4871	0.0	1.0	0.0	3.0	0.0	0.0	
Jung Lee	Eun Jung	Lee	0009-0003-8202-8081	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Suk	Lee	0000-0002-5401-1931	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Won	Lee	0009-0004-4105-2816	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Sung	Lee 	0009-0003-0637-0045	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	JUNG MIN	LEE	0009-0008-8248-4163	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Ki Jung	Lee	0000-0001-9448-0794	0.0	2.0	3.0	23.0	0.0	0.0	
Jung Lee	jung min	lee	0009-0008-3083-2373	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Chia-Jung	Lee	0000-0001-5256-309X	0.0	2.0	1.0	7.0	3.0	0.0	1.0
Jung Lee	Jung-Ju	Lee	0000-0001-7498-5656	0.0	1.0	0.0	16.0	0.0	0.0	1.0
Jung Lee	Jung Min	Lee	0000-0002-4670-2521	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Hoo	LEE	0009-0007-7983-4241	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Shin	Lee	0000-0002-4049-9059	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Min Jung	Lee	0009-0008-3305-8897	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung-Chieh	Lee	0009-0003-0688-0889	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	YOO-JUNG	LEE	0009-0003-0667-2852	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung-myun	Lee	0009-0009-1277-6862	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Eun-Jung	Lee	0000-0002-1538-7864	0.0	1.0	1.0	0.0	0.0	0.0	2.0
Jung Lee	Jung Gu	Lee	0000-0003-3805-0495	0.0	1.0	0.0	70.0	0.0	0.0	
Jung Lee	Jung Keun	Lee	0000-0003-1711-0698	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	A JUNG	LEE	0009-0002-3223-391X	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Ran	Lee	0000-0001-8463-1149	0.0	1.0	1.0	3.0	0.0	0.0	
Jung Lee	Su Jung	Lee	0000-0002-9774-8079	0.0	1.0	0.0	9.0	0.0	0.0	
Jung Lee	Jung In	Lee	0009-0003-4402-7782	0.0	2.0	2.0	0.0	0.0	0.0	
Jung Lee	Yun Jung	LEE	0000-0003-4088-1896	0.0	0.0	0.0	4.0	0.0	0.0	
Jung Lee	Jung Dong	Lee	0009-0002-4101-1059	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	I-Jung	Lee	0000-0002-3722-8194	0.0	1.0	0.0	17.0	0.0	0.0	1.0
Jung Lee	Hyo-jung	Lee	0000-0002-4991-0705	0.0	1.0	1.0	5.0	0.0	0.0	
Jung Lee	HYO JUNG	LEE	0009-0001-3002-9416	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung-Mok	Lee	0009-0006-8066-0851	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Soo Jung	Lee	0000-0003-0954-5181	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Heon	Lee	0009-0001-6273-5059	0.0	0.0	0.0	2.0	0.0	0.0	
Jung Lee	Jung Ha	Lee	0009-0005-0289-468X	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung-Jin	Lee	0000-0002-7381-5230	0.0	2.0	3.0	47.0	0.0	0.0	
Jung Lee	Sei-Jung	Lee	0000-0002-3115-952X	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Eun	Lee	0000-0003-1311-152X	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	SOO JUNG	LEE	0009-0007-8433-9122	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Jin	Lee	0000-0002-6048-927X	0.0	0.0	0.0	2.0	0.0	0.0	
Jung Lee	Jung Sun	Lee	0000-0002-9245-8603	0.0	1.0	1.0	3.0	0.0	0.0	
Jung Lee	Jung-Hyun	Lee	0000-0003-0066-6032	0.0	0.0	0.0	13.0	1.0	0.0	
Jung Lee	Jung-Hwan	Lee	0009-0002-3203-6481	0.0	1.0	0.0	1.0	0.0	0.0	
Jung Lee	Su-Jung	Lee	0009-0006-8881-822X	0.0	1.0	0.0	2.0	0.0	0.0	
Jung Lee	Jung Hwan	Lee	0000-0003-2412-6874	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Woo	Lee	0000-0001-8368-5698	0.0	0.0	0.0	13.0	0.0	0.0	
Jung Lee	Jung-Won	Lee	0000-0001-8922-063X	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	JUNG YEON	LEE	0009-0003-1784-8059	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Hwan	Lee	0000-0002-1393-7105	0.0	0.0	0.0	25.0	0.0	0.0	
Jung Lee	Jung Wook	Lee	0000-0003-4166-0315	0.0	1.0	0.0	12.0	0.0	0.0	
Jung Lee	Hee Jung	Lee	0000-0001-7825-9475	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Ho	Lee	0000-0002-0789-0259	0.0	0.0	0.0	2.0	0.0	0.0	
Jung Lee	JUNG HEE	LEE	0009-0005-2625-2702	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Hye jung	Lee	0000-0001-5629-6611	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	PEI JUNG	LEE	0009-0006-5008-2878	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Eun-Jung	Lee	0000-0001-9468-9694	0.0	0.0	0.0	34.0	1.0	0.0	
Jung Lee	Jung Soo	Lee	0000-0002-9920-0306	0.0	2.0	3.0	10.0	3.0	0.0	1.0
Jung Lee	Jung-Nam	Lee	0000-0002-2058-5048	0.0	1.0	0.0	9.0	0.0	0.0	
Jung Lee	Jung Sun	Lee	0000-0001-7141-0945	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Hee-jung	LEE	0009-0002-5740-405X	0.0	1.0	0.0	0.0	1.0	0.0	
Jung Lee	Jung-Hee	Lee	0009-0002-1076-0735	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Ho Jung	Lee	0000-0001-9674-6429	0.0	1.0	0.0	5.0	0.0	0.0	
Jung Lee	Da-Jung	Lee	0000-0001-6449-5039	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Sun Jung	Lee	0000-0002-1087-2051	0.0	0.0	0.0	12.0	0.0	0.0	
Jung Lee	Sook Jung	Lee	0000-0001-9305-7265	0.0	0.0	0.0	1.0	0.0	0.0	
Jung Lee	Jung won	lee	0000-0002-7945-1618	0.0	0.0	0.0	14.0	0.0	0.0	
Jung Lee	Jung-Suk	Lee	0000-0002-3850-8438	0.0	2.0	1.0	3.0	0.0	0.0	
Jung Lee	EUN JUNG	LEE	0000-0001-6958-0312	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Kuo-Jung	Lee	0000-0002-7388-4738	0.0	0.0	0.0	12.0	9.0	0.0	
Jung Lee	jung won	lee	0000-0003-1846-3153	0.0	0.0	1.0	1.0	0.0	0.0	
Jung Lee	Jung-soo	Lee	0000-0003-0401-084X	0.0	1.0	0.0	12.0	0.0	0.0	
Jung Lee	Jung Suk	Lee	0000-0001-5914-4429	0.0	1.0	1.0	1.0	0.0	0.0	
Jung Lee	Jung-Hun	Lee	0000-0003-0293-0837	0.0	0.0	0.0	2.0	0.0	0.0	
Jung Lee	JUNG HOON	LEE	0009-0000-7797-0206	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Mu-Jung	Lee	0000-0002-9545-5184	0.0	0.0	2.0	2.0	0.0	0.0	1.0
Jung Lee	Jung-Rim	Lee	0000-0003-1795-1390	0.0	0.0	0.0	4.0	0.0	0.0	
Jung Lee	Soo Jung	Lee	0000-0002-2687-545X	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung-uk	Lee	0000-0001-5638-243X	0.0	0.0	0.0	0.0	2.0	0.0	
Jung Lee	Jung Lyul	Lee	0000-0001-9410-9725	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Meng-Jung	Lee	0009-0004-5422-2466	0.0	1.0	0.0	9.0	0.0	0.0	1.0
Jung Lee	Jung-Hyung	Lee	0000-0002-3446-0019	0.0	1.0	0.0	6.0	0.0	0.0	
Jung Lee	JUNG HEE	LEE	0009-0002-9329-2497	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Hyun Jung	Lee	0000-0002-8473-4989	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Seok	Lee	0000-0002-4899-5145	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Hyun Jung	Lee	0009-0004-4307-631X	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Youn-Jung	Lee	0009-0003-1672-5479	0.0	0.0	0.0	1.0	0.0	0.0	
Jung Lee	Yoo Jung	Lee	0009-0000-0683-9710	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Se Jung	Lee	0000-0003-3206-6082	0.0	0.0	2.0	1.0	0.0	0.0	1.0
Jung Lee	Jung-Moo	Lee	0000-0002-7798-8905	0.0	0.0	0.0	3.0	19.0	0.0	
Jung Lee	In-Jung	Lee	0000-0001-7154-4820	0.0	0.0	0.0	478.0	0.0	0.0	
Jung Lee	Jung-Eun	Lee	0000-0003-4775-7943	0.0	0.0	0.0	12.0	0.0	0.0	
Jung Lee	Jea Jung	Lee	0009-0001-5937-9073	0.0	0.0	3.0	5.0	1.0	0.0	
Jung Lee	Jung Hyuk	Lee	0000-0002-0840-3352	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung-Ah	Lee	0009-0003-1278-7912	2.0	2.0	2.0	10.0	0.0	9.0	3.0
Jung Lee	Jung-Kul	Lee	0000-0001-7384-5301	0.0	1.0	0.0	56.0	211.0	0.0	
Jung Lee	Jung Woo	Lee	0000-0003-4705-9248	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	hyun jung	lee	0000-0003-2764-9339	0.0	0.0	0.0	1.0	0.0	0.0	
Jung Lee	Jung Ah	Lee	0000-0003-4989-9670	0.0	0.0	0.0	5.0	0.0	0.0	
Jung Lee	Jung Wook	Lee	0000-0002-8461-4741	0.0	1.0	1.0	7.0	0.0	0.0	
Jung Lee	Jung Min	Lee	0000-0001-9838-0424	0.0	4.0	0.0	12.0	0.0	0.0	
Jung Lee	Hee Jung	Lee	0000-0002-8663-8624	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Hoon	Lee	0000-0002-3592-0566	0.0	0.0	0.0	3.0	0.0	0.0	
Jung Lee	Jung-Man	Lee	0000-0002-7115-2939	0.0	0.0	0.0	46.0	0.0	0.0	
Jung Lee	Jung Yeon	Lee	0000-0001-6162-5571	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung-Il	Lee	0000-0001-8143-5513	0.0	1.0	0.0	0.0	22.0	0.0	
Jung Lee	Da Jung	Lee	0009-0009-2172-3543	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	JUNG RO	LEE	0000-0002-9596-3330	0.0	1.0	0.0	86.0	0.0	0.0	
Jung Lee	Jung Sick	Lee	0000-0001-6292-328X	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	JUNG EUN	LEE	0009-0009-7608-0709	0.0	0.0	0.0	78.0	0.0	0.0	
Jung Lee	Min Jung	Lee	0009-0005-0384-6719	0.0	1.0	1.0	0.0	0.0	0.0	
Jung Lee	Jung Eun	Lee	0000-0002-1195-3427	0.0	2.0	3.0	34.0	2.0	0.0	1.0
Jung Lee	Jung-Hoon	Lee	0000-0002-3306-8728	0.0	0.0	0.0	3.0	1.0	0.0	
Jung Lee	Jung Eun	Lee	0000-0002-8401-2839	0.0	1.0	0.0	5.0	0.0	0.0	
Jung Lee	JUNG SU	LEE	0009-0005-3556-0029	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung A	LEE	0000-0001-6056-2660	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Wan	Lee	0000-0002-8885-6385	0.0	2.0	0.0	70.0	0.0	0.0	
Jung Lee	Eun Jung	Lee	0009-0000-3829-0371	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Hee 	Lee	0009-0005-2831-0515	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Young	Lee	0000-0002-6387-6785	0.0	1.0	1.0	1.0	0.0	0.0	
Jung Lee	Jung-Hun	Lee	0000-0002-4016-1787	0.0	1.0	1.0	9.0	0.0	0.0	
Jung Lee	So Jung	Lee	0000-0001-8253-1953	0.0	0.0	0.0	1.0	0.0	0.0	
Jung Lee	Jung-Hyun	Lee	0000-0002-9662-1703	0.0	4.0	3.0	153.0	190.0	0.0	
Jung Lee	Jung Bok	Lee	0000-0001-9227-2027	0.0	2.0	0.0	179.0	10.0	0.0	2.0
Jung Lee	Jung Su	Lee	0009-0004-6822-4569	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Yu Jung	Lee	0000-0003-3442-4816	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Min	Lee	0000-0002-5341-8529	0.0	0.0	0.0	2.0	0.0	0.0	
Jung Lee	JUNG HOO	LEE	0009-0008-8934-442X	0.0	1.0	0.0	1.0	0.0	0.0	
Jung Lee	Jung Woo	Lee	0000-0002-4576-8705	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Meng-Jung	Lee	0000-0002-3277-6116	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung-Hyun	Lee	0000-0003-0787-2592	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Jung Lee	Jung-In	Lee	0009-0006-3464-5458	0.0	0.0	0.0	3.0	0.0	0.0	
Jung Lee	JUNG OH	LEE 	0009-0005-6502-8164	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Eun Jung	Lee	0000-0001-5145-4449	0.0	0.0	0.0	11.0	0.0	0.0	
Jung Lee	Chia-Jung	Lee	0000-0003-1873-7230	0.0	0.0	0.0	2.0	1.0	0.0	
Jung Lee	Jung-Rok	Lee	0000-0002-3518-3965	0.0	2.0	2.0	20.0	0.0	0.0	
Jung Lee	Jung Hyun	Lee	0000-0002-9347-7232	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Hyun-Jung	Lee	0000-0001-9304-6021	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Yun Jung	Lee	0000-0001-5415-5735	0.0	0.0	0.0	1.0	0.0	0.0	
Jung Lee	Jung Hyun	Lee	0000-0001-5767-1444	0.0	0.0	0.0	1.0	1.0	0.0	
Jung Lee	Jung Moo 	Lee	0000-0001-5245-7799	0.0	0.0	0.0	6.0	0.0	0.0	2.0
Jung Lee	JUNG AE	LEE	0000-0001-7286-3890	0.0	0.0	0.0	2.0	0.0	0.0	
Jung Lee	Jung Yeon	Lee	0009-0006-9823-6979	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Woo	Lee	0000-0003-1509-6909	0.0	2.0	3.0	9.0	0.0	0.0	
Jung Lee	Jung A	Lee	0009-0001-6753-1477	0.0	1.0	0.0	13.0	0.0	0.0	
