"Authors, Primary",Title Primary,organism,where,Pub Year,Keywords,Abstract,Link
"Nitta,Joel H.","Distribution, ecology, and systematics of the filmy ferns (Hymenophyllaceae) of Moorea, French Polynesia",plant,Terrestrial,2006,"filmy ferns, Hymenophyllaceae, Moorea, French Polynesia, Society Islands, French Polynesia, desiccation tolerance, systematics, island biogeography", ,
"Prado,Erin M.","Insect biodiversity and assessment of herbivory in native and non-native plants in Mo'orea, French Polynesia",insect,Terrestrial,2006,"insects, community structure, herbivory, French Polynesia, Barringtonia asiatica, Carica papaya, Hibiscus tiliaceus, Mangifera spp., Morinda citrifolia, Musa spp., Terminalia catappa, Thespesia populnea, biodiverity, indigenous, native, non-native", ,
"Riley,Melissa K.","Comparison of food preference and behavior of two waterstriders Halobates hawaiiensis and Limnogonus luctuosus (Hemiptera: Gerridae) in Moorea, French Polynesia",insect,Terrestrial,2006,"water striders, Moorea, French Polynesia, hemiptera, heteroptera, gerridae, Halobates hawaiiensis, Limnogonus luctuosus, food preference, behavior, density", ,
"Song,Daniel S.","Christmas colors: colormorph distribution of Spirobranchus giganteus Pallas 1766 on Moorea, French Polynesia",invert,marine,2006,"density, coral species, suspension feeding, phenotype, branchial crown, Polychaeta, Spirobranchus giganteus, Moorea, French Polynesia", ,
"Valencia,Natalie","Differences in the diurnal and nocturnal defense mechanisms of Octopus bocki (Adams, 1941)",invert,marine,2006,"octopus signal transmission, antipredator defense mechanisms, diurnal and nocturnal behaviors, predation, Octopus bocki, Moorea, French Polynesia", ,
"Wheaton,Felicia",Mutiny on the bounty or bountiful mutants? Diversity and composition of wood-decaying macrofungi on Hibiscus tiliaceus wood in French Polynesia,plant,Terrestrial,2006,"fungi, species richness, diversity, succession, species composition, decomposition, tropical forest, Hibiscus tiliaceus", ,
"Baltrushes,Nicole C.","The ethnobotany and bioactivity of pteridophytes of Moorea, French Polynesia",plant,Terrestrial,2005,"Microsorum grossum, Microsorum commutatum, Asplenium australasicum, Nephrolepis hirsutula, Davallia solida, Antrophyum plantagineum, Angiopteris evecta, Adiantum trapeziforme, Bolbitis lonchophora, Lygodium reticulatum, Lycopodiella cernua, Dicranopteri","Humans for millennia have utilized secondary compounds, which are developed by plants in response to herbivory. The plants that have these toxic properties are often important to traditional cultures and are a possible resource for the development of medicines for the rest of the world. Pteridophytes are a diverse and abundant group whose secondary chemistry is still largely unknown. This study investigates the bioactivity of pteridophytes on Moorea, French Polynesia using bioassays for pesticidal potential, cytotoxicity and antifungal activity. Ethnobotanical information about the medicinal uses of the ferns analyzed was also collected and compared to the assay results. Eight of the twelve ferns analyzed were significantly more bioactive than the negative controls in at least one of the bioassays. Ethnobotanical information revealed variability in knowledge and use between healers. The bioactivity of these ferns along with the insect damage results suggests, though further research is needed, that ferns may have evolved under similar herbivorous constraints to angiosperms",
"Bihler,Alicia",Habitat selection and spatial distribution of two fiddler crab species (Uca crassipes and Uca tetragonon),invert,Terrestrial,2005,"Uca crassipes, Uca tetragonon, mudflats, fiddler crab, non-random distribution, intertidal, elevation, clustered distribution","Uca crassipes (Adams and White, 1848) and Uca tetragonon (Herbst, 1790) are the only two fiddler crab species found in Moorea. I want to address the question of natural zonation along the intertidal gradient, as a means of understanding habitat selection in these two species. Sampling took place at four mudflat intertidal zones in Moorea via randomly determined transects with 0.25m2 quadrats. Number and species was counted, as well as percent vegetation cover. Soil samples were collected from each quadrat and analyzed for particle size. U. crassipes has a strong non-random spatial arrangement. Through ANOVA analysis (significant with p<0.05) these crabs were shown to occur predominantly at elevations marked by plots 7 and 8. These results support that which was suggested by Ens and Klaassen in 1993 in the fiddler crab U. tangeri. The crabs prefer a higher elevation along the tidal gradient for their burrow location.",
"Brewer,Jennifer M.","Comparison of macrofauna decomposer communities between an urban and forest environment on Moorea, French Polynesia",invert,Terrestrial,2005,"detritivore, decomposer, tropical fruit, Annona muricata, soursop, Belvedere, Chrysophyllum cainito, star apple, Carica papaya, papaya, Musa paradisiacal, banana, Mangifera indica, mango, Ananas comosus, pineapple, urban, arthropod, larvae, Hymenoptera,","This study was conducted on Moorea, French Polynesia to investigate the contrasting arthropod decomposition communities in a forest and urban habitat. Decomposition substrate consisted of six species of tropical fruit to additionally observe whether arthropods exhibit food specificity. After one month of daily observation, the results showed significant differences in the abundance of Hymenoptera, Diptera, Diptera larvae, Diplopoda, Dermaptera, Isopoda, and Coleoptera between the two locations, Gump and Belvedere. In addition, mean numbers of individuals of several taxa varied significantly among fruit species. Also, Diplopoda and Isopoda were found in disproportionate numbers on sour sop, and Dermaptera were found significantly more on sour sop and star apple. The significant difference in decomposition communities between the two locations could be an indicator of merely contrasting habitats or the effect of urban development on arthropod niches. Based on observation, fruit specificity exhibited by some arthropod taxa appears to be most likely related to external fruit morphology, though chemical makeup of the fruit is a possibility. On an island where the vast majority of arthropod species are nonnative, it is interesting to see how decomposition communities are set up in varying environments. Further studies on the efficiency of these communities compared with native decomposers would investigate a more pressing question of how nonnative species and species richness affect ecosystem function (Bjelke, Herrmann, 2005).",
"Burke,Ingrid",Succession in the phyllosphere: A case study on the giant fern (Angiopteris evecta),plant,Terrestrial,2005,"Angiopteris evecta, fern, invertebrate, epiphytes, habitat use, succession, epiphyll, fiddlehead, community change","This study is an analysis of the changes in the epiphytic communities associated with ferns. As fronds age these communities on the fronds undergo a process of succession. Epiphyte cover generally increases with the age of the frond. However, while particular ferns demonstrated a classical progression of cover from young to old, others seemed to show no progression, simply because there was little cover on any fronds. Invertebrates were associated with older fronds and never with the youngest fronds. These results are discussed in the context of generalized patterns of ecological succession and the mechanisms underlying the patterns.",
"Chapple,Tanya",Host specificity of wood-inhabiting macrofungi on the island Moorea,plant,Terrestrial,2005,"Basidiomycota, Ascomycota, wood decay, host specificity, size specificity, Hibiscus tiliaceus, Inocarpus fagifer, Neonauclea fosteri, Spathodea campanulata, Metrosideros collina, Mangifera indica, Barringtonia asiatica, Inga feuillei, Cocos nucifera, sp","Host specificity of wood inhabiting fungi is a rare occurrence in tropical ecosystems, because of the high diversity of host species, which limits distribution of the fungi. However, in low diversity tropical situations, such as mangroves in Panama, the occurrence of host specificity is much higher. The island Moorea in French Polynesia supports a lower diversity than a tropical mainland ecosystem. This study examined the occurrence of host specificity of wood inhabiting fungi in an island situation. Specificity in both host species and in size of host was found to occur",
"Cullis-Suzuki,Sarika","Are current reef fishing practices sustainable? An assessment of ongoing marine conservation efforts and management practices on the island of Moorea, French Polynesia",fish,marine,2005,"Lutjanidae, Scaridae, Serranidae, reef fish, fishing, sustainability, conservation, marine protected area, by-catch, gill net, snapper, parrotfish, grouper, Lutjanus fulvus, Lutjanus gibbus, Lutjanus kasmira, Lutjanus monostigma, Scarus psittacus, Scaru","The decrease of fish catches is occurring on a global scale. The need for effective regulations and realistic management goals is becoming more urgent if sustainable fishing is to be attained. This study focuses on the island of Mo‚Äôorea in French Polynesia and assesses the state of its current reef fishing practices and management efforts. Research focused on three aspects. Firstly, population abundance of three commonly eaten and sold reef fish families (lutjanids, scarids and serranids) at three differently regulated zones around the island: a marine protected area, an area regulated by size restriction and a non-regulated zone. Results illustrate significant differences in abundance for each fish family depending on site. Secondly, bycatch survival rates of lutjanids were monitored by using two methods of capture: hand-line caught fish and gill-net caught fish. Results show a significant difference in mortality rates depending on method of capture: gill-net caught snapper were more likely to die than hand-line caught snapper. Lastly, a survey was conducted within the fishing community to assess their current awareness of fishing regulations and willingness and ability to abide by them. Results show fisher people have witnessed a decline in fish within their lifetimes. Results also suggest an increased communication between management officials and fisher people would increase effectiveness of current regulations and marine protected areas on Mo‚Äôorea.",
"Daniels,Sarah I.",Factors influencing distribution patterns of epiphyll colonization and herbivory on decaying populations of the invasive species Psidium guajava,plant,Terrestrial,2005,"Psidium guajava, epiphylls, invasional meltdown, invasion, leaf spot fungus, sooty mold, lichen, Phyllosticta, Pestalotia, Phaeoscardinula, Cercospora, Rutelinae, scarab, beetle, Adoretus, Ascomycota, fungus, Marimari","Presence of one invasive species can facilitate the presence of other introduced or invasive species within a community, the presence of this secondary growth, can become a resource for further propagation by other nonindigenous species. This landslide of positive effects can be disparaging for native species within the same community. On the island of Mo‚Äôorea, French Polynesia, the distribution of introduced epiphyte species living on the leaves of a dying Psidium guajava population is observed for different patterns of growth according to plant age and location within a privately-owned garden. The introduced scarab beetles, responsible for eating guava leaves within the garden, were also studied to see if the degree of foliage consumption was dependent upon the amount of any epiphytic coverage, and if so, which epiphyte. Amount of each species on each leaf and the number of herbivore bite-mark holes were scored as ratio of area of epiphyte coverage to total leaf area. Significant differences in abundance of each epiphyte were found among the four locations in the garden and among different tree sizes. Field and experimental studies were executed to deduce which epiphytic coverage, if any, the herbivores prefer. Field studies showed no positive correlation between any epiphytic coverage and greater number of herbivore bite marks. However, laboratory experimental studies provided evidence that leaves with 100% coverage of a particular orange bryophyte were eaten the most by the scarab beetles. (As an aside, one of the three epiphytes was identified as a saprophytic sooty mold‚Äîan agricultural hazard. This fungus was more closely investigated for an ecologically green method of removal.)",
"Fuchs,Danielle F.","The distribution, arthropod communities and larvicidal properties of three species of Myrtaceae on the island of Moorea, French Polynesia",invert,Terrestrial,2005,"Syzygium malaccense, Syzygium cuminii, Aedes polynesiensis, Myrtaceae, arthropod, diversity, secondary compound, mosquito, insecticide","Plants produce secondary compounds that humans use in medicine, cosmetics, sanitation, fine chemicals, pharmaceutics, perfumes, and nutraceutics. For example, several species of the genus Syzygium have antibacterial, antifungal, and antioxidant properties and that could be used against cancer and some neurological disorders. This study looks at the three species of Syzygium (S. malaccense, S. cuminii, and S. jambos) found on the island of Moorea, French Polynesia, to see if any of their secondary compounds can induce mortality in mosquito larvae. It also observes whether each species attracts different insect populations with different secondary compounds. It is shown that the distribution of insects between the three species is significantly different. It is also shown that S. malaccense killed 95% of the mosquito larvae after 24 hours, whereas the other two species did not kill significantly more than the control. Future studies may want to isolate the compounds in S. malaccense that actively kill mosqutio larvae.",
"Hart,Courtney E.","Substrate preference of Fungia on protected reefs on Moorea, French Polynesia",coral,marine,2005,"Fungia, Fungiidae, substrate, habitat preference, coral, life cycle, Scleractinia, reef growth","Fungia are individual free-living corals and tend to form local aggregations. Although they are most noted for living on coral reef slopes near heavy wave action, they are commonly found within the barrier reefs of Mo‚Äôorea, French Polynesia. Initial observations suggest that they tend to live on substrate that shelters them from the sun in the shallower and wave-protected areas parts of the lagoon. Data collected represented substrate type, substrate condition and shelter type of the available substrate and compared it with the substrate preferred by Fungia. The data revealed that Fungia and the three subgenera present in Mo‚Äôorea preferred to live on dead coral covered in algae that provided shelter form direct sunlight. Statistical analysis showed that the probability of preferred location of Fungia matching the available distribution is extremely low (P < 0.05). This study has important implications for understanding the life history of coral and their contribution to reef health and future growth.",
